bugId,description,severity
60410,[implementation][preferences] Use of deprecated fontDefinition extension point,minor
61811,NewProgressViewer problems when painting,minor
62356,Use progress service when running compare input,minor
62545,binary compare text insertion cursor is very large,minor
62616,Restore from Local History works not as described in Smoke,minor
62995,[Progress] scheduled synchronizations stay in the progress view when terminated,minor
63610,Colors and Fonts: Text Compare Appearance -> Text Compare,minor
63634,[Progress] SWTException in NewProgressViewer#getSelection,minor
64606,NewProgressViewer leaked,minor
64617,Not prompted to save dirty compare editor,minor
65205,Compare editor doesn't update correctly while scrolling,minor
65329,Plugin name appears as %fragmentName in plugin details dialog,minor
65460,Improve encoding fall back behavior for HistoryItems,minor
65534,New artwork for progress viewer,minor
65681,Fragment name appears as %fragmentName in plugin details dialog,minor
65992,[Progress] Rescheduled jobs are not shown in the progress view,minor
66110,messaages to console during refresh,minor
66272,remove packages prefixes tag from plugin.xml,minor
66499,Remove warnings in latest build,minor
67574,[Progress] KEEPONE doesn't remove duplicate jobs from the progress view,minor
72775,Compare shouldn't reference internal class ISourceElementRequestor,major
75201,MacOSXVMInstallType.detectInstallLocation() always returns null if findVMInstall succeeds,major
89111,[Mac] Can't Debug,major
94046,jdt.launching.macosx must specify the Eclipse-PlatformFilter header,minor
95113,Suspicious code in JavaStructureDiffViewer,minor
96548,Compare should restrict access to their packages,minor
99539,[5.0] Totally weird java structure comparing of enums,major
100193,Attempt to switch to compare view - focus switches to editor of file being compared,minor
101950,"About menu item in PDE-generated product says ""About Eclipse Platform""",major
125379,CompareConfiguration uses ListenerList that has been removed,major
18500,[import] Plugin import wizard does not allow plugins of different versions,minor
235649,New context help file wizard needs context help,minor
237681,"[amd] Computing a bundle's dependencies should include ""discouraged access"" APIs",minor
251688,Invalid discouraged access on plugin.xml,minor
267036,"[target] When there are no target platforms, adding one should make it active",minor
267848,PDE illegally complains about non-externalized strings,major
272021,[preferences] Javadoc the PDEPreferencesManager,minor
274426,[target] Add implicit dependencies dialog should filter duplicates,minor
275296,[preferences] saving can trigger preference initializaion/exception at shutdown,minor
277506,[doc] Add help contexts for new target platform work,minor
278598,[product] ignore certain program arguments when initializing from a launch config,major
278781,Launching eclipse application fails when a vm arg in eclipse.ini contains a space,major
286808,Warn when a source folder is added to src.includes in build.properties,minor
289502,Spell checking issues in org.eclipse.pde.doc.user/toc.xml,minor
289926,Enable spell check between <description> tag for XML source pages,minor
292763,build.properties warnings too strict,minor
292906,build.properties problems should be reported one by one,minor
297179,Import Plug-ins  with multiple versions wrongly replaces content,minor
309104,plugin.xml editor very slow when XML not correct,major
309157,Adding arbitrary output entry to build.properties not flagged as error,minor
312646,empty feature list when 1 is selected,minor
312872,"NPE having enabled Error on ""Missing project specific Java compiler settings""",minor
312934,redraw turned off to soon when selecting features,minor
313175,No problem generated when missing output.<lib> entry,minor
318540,Validation dialog is now modal,minor
319667,NPE in Plug-in Manifest Builder,minor
320428,product export fails silently if product id collides,minor
320552,API for bundle importers and bundle import pages,minor
323612,org.eclipse.pde.ui test failures in N and I Builds,minor
323774,"PDE reports bogus ""An entry for OSGI-INF/l10n/ is required in bin.includes""",minor
331851,Use Scan builder may throw NPE,minor
331855,Add Use Scan builder tests to nightly build,minor
331996,API Use Scan builder throws NPE for a missing Inner Type problem,minor
333680,NPE opening Compilers preference page,minor
333853,ApiMigrationTask is declared twice,minor
336823,Streams not properly closed in org.eclipse.ui.internal.views.log.LogView.handleExport(boolean),minor
337730,Notify when user tries to import a project from repository that already exists but is closed,minor
344554,Remove property doesnt works after edit,minor
344983,NPE in target definition editor when opened with unknown editor input,minor
349540,Missing character in string,minor
366354,Compile errors in build N20111211-2000,minor
367164,[target] NPE thrown by a location containing .war file that isn't a bundle,minor
292199,[Table] ArrayIndexOutOfBoundsException: 4 in SWT table in Java Browsing Perspective,minor
317255,Clipboard data is lost on exit (Should implement the freedesktop.org specification for clipboard management),major
379792,Tree widgets leaked due to TreeColumn's modelhandle reference in Display.widgetTable,minor
420581,I20131028-2000 hangs in WebKitGTK._webkit_web_view_get_type(Native Method) when creating Browser widget,major
423220,[GTK3] SWT_GTK3 variable has inconsistent effect between 4.3 and 4.4,minor
424657,WebKit crash in Luna M4 and Kepler SR2 on Kubuntu 13.10,major
426683,Fix compiler warnings in CTabFolder and SleakView,minor
431890,[GTK3] Can only press debug buttons twice before having to move the mouse,minor
435799,[GTK3] Display#getActiveShell() is null while context menu is shown,major
436558,Document --launcher.GTK_version and -protect launcher arguments,minor
477197,[GTK3] MenuItem shows multiple icons when setImage(..) called more than once,major
480911,[GTK3] Icons in Quick Access view are positioned wrongly,minor
493837,MirroredTypesException not thrown when annotation Class array value is provided as a non-array,minor
488954,Update JRE_CONTAINER to 1.8 for UITestSuite.launch,minor
492401,"Autosave preference page must render ""Note:"" as bold",minor
492438,Autosave should not happen while menu is open,minor
114080,Import Plugin Filtering Incorrect,minor
185502,Plug-in Import Should Check for Running target,major
212744,Can't import plug-ins (NPE) when Java app is running,major
173393,Missing Entries in Manifest generated by the Template Wizard,major
199810,Plugin missing in generated feature build.xml,minor
202410,PDE No Longer Imports Source,major
203878,Generate default serial version ids for abstract classes in pde.core,minor
204029,Feature Editor should handle empty fields as 'undefined',minor
204965,NPE in FeatureOutlinePage,minor
206440,NPE in PluginModelManager#findModel(BundleDescription),minor
208082,Remove mnemonics in Manifest Editor,minor
211386,PDE importer broken due to new source distro format,major
214518,PDE template indents quick comments,minor
216040,"change ""Plug-in Development"" view perspective links",minor
216240,"Quick fix to convert ""Eclipse-LazyStart:"" mangles my file",minor
216962,NPE in PDEExtensionRegistry,major
217983,Can no longer launch any of my existing Eclipse launch configs,major
218223,PDE editor browse type causes OOME,major
211580,[spy] provide a 'x' in the top right corner to close the view,minor
233896,[doc] missing context help for some dialogs,minor
246804,Missing NLS message in org.eclipse.pde.internal.core.pderesources,major
280678,"[schema] SchemaTransformer doesn't generate help for ""API Information"" sections",minor
355391,Warning and quick fix for GenericRequire/GenericProvide,minor
97413,[extract method] missing return type when code can throw exception,minor
150661,[About] https not converted to hyperlink in About Eclipse SDK Features,minor
152004,[extract method] should declare method static if extracted from anonymous in static method,minor
160853,[extract method] Does not replace similar code in parent class of anonymous class,minor
213519,"[extract method] Missing return value, while extracting code out of a loop",minor
82166,[import rewriter] API to pass types visible in scope,minor
97200,[package explorer] [working sets] Enable 'New' action for working sets,minor
99698,[formatter] Code formatter > Braces: no preview for 'Annotation Type Declaration',minor
99924,[build path] Build path  actions: use as source folder and link additional source should not append to the end,minor
108453,"[quick fix] @SuppressWarnings(""nls"") on static initializer causes error",major
